CodPosicion;RCR;Fecha;LocalTime;Valid;Latitud;N_S;Longitud;E_W;Speed;N_Sat
1030;T;01/09/2008;7:33;SPS;36,588627;N;-3,590785;W;4,43;8
1031;T;01/09/2008;7:33;SPS;36,588623;N;-3,590823;W;2,565;8
1032;T;01/09/2008;7:33;SPS;36,588632;N;-3,590868;W;4,392;8
1033;T;01/09/2008;7:33;SPS;36,588634;N;-3,590908;W;1,912;8
1034;T;01/09/2008;7:33;SPS;36,588636;N;-3,59095;W;2,762;8
1035;T;01/09/2008;7:33;SPS;36,588629;N;-3,590979;W;3,365;8
1036;T;01/09/2008;7:33;SPS;36,588623;N;-3,591009;W;2,934;8
1037;T;01/09/2008;7:33;SPS;36,588614;N;-3,59106;W;4,053;7
1038;T;01/09/2008;7:33;SPS;36,588613;N;-3,59108;W;3,254;8
1039;T;01/09/2008;7:33;SPS;36,588614;N;-3,591099;W;2,507;8
1040;T;01/09/2008;7:34;SPS;36,588615;N;-3,59114;W;3,479;7
1041;T;01/09/2008;7:34;SPS;36,588613;N;-3,591181;W;4,043;8
1042;T;01/09/2008;7:34;SPS;36,588618;N;-3,59122;W;4,375;8
1043;T;01/09/2008;7:34;SPS;36,588613;N;-3,591255;W;3,648;8
1044;T;01/09/2008;7:34;SPS;36,588616;N;-3,591311;W;4,616;8
1045;T;01/09/2008;7:34;SPS;36,588633;N;-3,591358;W;5,299;7
1046;T;01/09/2008;7:34;SPS;36,588637;N;-3,591404;W;8,34;8
1047;T;01/09/2008;7:34;SPS;36,588637;N;-3,591436;W;3,779;7
1048;T;01/09/2008;7:34;SPS;36,588637;N;-3,591477;W;3,213;8
1049;T;01/09/2008;7:34;SPS;36,588634;N;-3,591503;W;3,347;8
1050;T;01/09/2008;7:34;SPS;36,588637;N;-3,591529;W;2,801;8
1051;T;01/09/2008;7:34;SPS;36,588637;N;-3,59157;W;3,581;8
1052;T;01/09/2008;7:34;SPS;36,588641;N;-3,591613;W;4,505;8
1053;T;01/09/2008;7:34;SPS;36,588643;N;-3,591659;W;4,783;7
1054;T;01/09/2008;7:34;SPS;36,588638;N;-3,591711;W;4,126;8
1055;T;01/09/2008;7:34;SPS;36,588636;N;-3,59175;W;5,162;8
1056;T;01/09/2008;7:34;SPS;36,588634;N;-3,591794;W;5,698;8
1057;T;01/09/2008;7:34;SPS;36,588645;N;-3,591831;W;3,894;8
1058;T;01/09/2008;7:34;SPS;36,588642;N;-3,591875;W;3,603;7
1059;T;01/09/2008;7:34;SPS;36,588634;N;-3,591919;W;5,075;8
1060;T;01/09/2008;7:35;SPS;36,588643;N;-3,591961;W;6,277;8
1061;T;01/09/2008;7:35;SPS;36,588639;N;-3,591984;W;3,915;8
1062;T;01/09/2008;7:35;SPS;36,588636;N;-3,592027;W;4,473;7
1063;T;01/09/2008;7:35;SPS;36,58864;N;-3,59207;W;3,994;7
1064;T;01/09/2008;7:35;SPS;36,58864;N;-3,592101;W;3,935;8
1065;T;01/09/2008;7:35;SPS;36,58864;N;-3,592143;W;3,717;6
1066;T;01/09/2008;7:35;SPS;36,588641;N;-3,592183;W;3,652;8
1067;T;01/09/2008;7:35;SPS;36,588637;N;-3,592223;W;4,136;8
1068;T;01/09/2008;7:35;SPS;36,588637;N;-3,592268;W;3,792;6
1069;T;01/09/2008;7:35;SPS;36,588628;N;-3,592293;W;3,036;8
1070;T;01/09/2008;7:35;SPS;36,588636;N;-3,592333;W;5,356;8
1071;T;01/09/2008;7:35;SPS;36,588626;N;-3,592378;W;3,422;8
1072;T;01/09/2008;7:35;SPS;36,588635;N;-3,592426;W;3,3;8
1073;T;01/09/2008;7:35;SPS;36,588643;N;-3,592455;W;4,48;8
1074;T;01/09/2008;7:35;SPS;36,588635;N;-3,592492;W;4,883;8
1075;T;01/09/2008;7:35;SPS;36,588629;N;-3,592532;W;2,519;8
1076;T;01/09/2008;7:35;SPS;36,588633;N;-3,592575;W;3,366;8
1077;T;01/09/2008;7:35;SPS;36,588632;N;-3,592615;W;4,607;8
1078;T;01/09/2008;7:35;SPS;36,588641;N;-3,592658;W;3,759;8
1079;T;01/09/2008;7:35;SPS;36,588635;N;-3,592683;W;3,829;8
1080;T;01/09/2008;7:36;SPS;36,588643;N;-3,592724;W;4,833;8
1081;T;01/09/2008;7:36;SPS;36,588629;N;-3,592739;W;4,023;8
1082;T;01/09/2008;7:36;SPS;36,588632;N;-3,59279;W;4,262;8
1083;T;01/09/2008;7:36;SPS;36,588633;N;-3,592825;W;3,365;8
1084;T;01/09/2008;7:36;SPS;36,588635;N;-3,592869;W;5,218;8
1085;T;01/09/2008;7:36;SPS;36,588633;N;-3,592906;W;4,411;8
1086;T;01/09/2008;7:36;SPS;36,588632;N;-3,592947;W;3,532;8
1087;T;01/09/2008;7:36;SPS;36,588639;N;-3,593008;W;3,461;8
1088;T;01/09/2008;7:36;SPS;36,588645;N;-3,593034;W;2,797;8
1089;T;01/09/2008;7:36;SPS;36,588647;N;-3,593074;W;3,886;8
1090;T;01/09/2008;7:36;SPS;36,588644;N;-3,5931;W;3,329;8
1091;T;01/09/2008;7:36;SPS;36,588638;N;-3,593136;W;5,005;8
1092;T;01/09/2008;7:36;SPS;36,588637;N;-3,593166;W;5,249;8
1093;T;01/09/2008;7:36;SPS;36,588629;N;-3,593205;W;2,81;8
1094;T;01/09/2008;7:36;SPS;36,588631;N;-3,593243;W;4,961;8
1095;T;01/09/2008;7:36;SPS;36,588627;N;-3,593292;W;5,448;8
1096;T;01/09/2008;7:36;SPS;36,588622;N;-3,593329;W;3,102;8
1097;T;01/09/2008;7:36;SPS;36,588615;N;-3,593365;W;2,551;8
1098;T;01/09/2008;7:36;SPS;36,588623;N;-3,593401;W;3,616;8
1099;T;01/09/2008;7:36;SPS;36,588625;N;-3,593438;W;3,34;8
1100;T;01/09/2008;7:37;SPS;36,588632;N;-3,593471;W;3,122;8
1101;T;01/09/2008;7:37;SPS;36,588623;N;-3,593504;W;3,096;8
1102;T;01/09/2008;7:37;SPS;36,588628;N;-3,593539;W;3,838;8
1103;T;01/09/2008;7:37;SPS;36,588633;N;-3,593585;W;4,337;8
1104;T;01/09/2008;7:37;SPS;36,588648;N;-3,593629;W;4,373;8
1105;T;01/09/2008;7:37;SPS;36,588661;N;-3,593687;W;4,328;8
1106;T;01/09/2008;7:37;SPS;36,588684;N;-3,593733;W;4,035;8
1107;T;01/09/2008;7:37;SPS;36,588689;N;-3,593775;W;4,37;8
1108;T;01/09/2008;7:37;SPS;36,58869;N;-3,593825;W;4,553;8
1109;T;01/09/2008;7:37;SPS;36,588692;N;-3,593873;W;3,812;8
1110;T;01/09/2008;7:37;SPS;36,588693;N;-3,593922;W;6,313;8
1111;T;01/09/2008;7:37;SPS;36,588704;N;-3,593957;W;3,986;8
1112;T;01/09/2008;7:37;SPS;36,588721;N;-3,593995;W;5,372;8
1113;T;01/09/2008;7:37;SPS;36,58873;N;-3,594027;W;5,061;8
1114;T;01/09/2008;7:37;SPS;36,588756;N;-3,594087;W;3,71;8
1115;T;01/09/2008;7:37;SPS;36,588765;N;-3,594118;W;3,793;8
1116;T;01/09/2008;7:37;SPS;36,588773;N;-3,594162;W;3,858;8
1117;T;01/09/2008;7:37;SPS;36,588775;N;-3,594205;W;3,206;8
1118;T;01/09/2008;7:37;SPS;36,588773;N;-3,594232;W;4,648;8
1119;T;01/09/2008;7:37;SPS;36,588769;N;-3,59427;W;4,574;8
1120;T;01/09/2008;7:38;SPS;36,588773;N;-3,594311;W;4,783;8
1121;T;01/09/2008;7:38;SPS;36,588768;N;-3,594349;W;3,422;8
1122;T;01/09/2008;7:38;SPS;36,588762;N;-3,594379;W;3,336;8
1123;T;01/09/2008;7:38;SPS;36,588772;N;-3,594413;W;3,686;8
1124;T;01/09/2008;7:38;SPS;36,588752;N;-3,594427;W;4,166;8
1125;T;01/09/2008;7:38;SPS;36,588751;N;-3,594456;W;3,342;8
1126;T;01/09/2008;7:38;SPS;36,588762;N;-3,594487;W;6,1;8
1127;T;01/09/2008;7:38;SPS;36,588763;N;-3,594534;W;4,666;8
1128;T;01/09/2008;7:38;SPS;36,588755;N;-3,594567;W;4,084;7
1129;T;01/09/2008;7:38;SPS;36,588742;N;-3,5946;W;4,698;8
1130;T;01/09/2008;7:38;SPS;36,588738;N;-3,59464;W;4,219;8
1131;T;01/09/2008;7:38;SPS;36,588737;N;-3,59469;W;4,851;9
1132;T;01/09/2008;7:38;SPS;36,588737;N;-3,594735;W;4,766;10
1133;T;01/09/2008;7:38;SPS;36,588738;N;-3,594776;W;4,355;10
1134;T;01/09/2008;7:38;SPS;36,588746;N;-3,594821;W;4,65;10
1135;T;01/09/2008;7:38;SPS;36,588746;N;-3,594856;W;4,388;10
1136;T;01/09/2008;7:38;SPS;36,588733;N;-3,594899;W;3,957;10
1137;T;01/09/2008;7:38;SPS;36,588726;N;-3,594932;W;3,611;10
1138;T;01/09/2008;7:38;SPS;36,588736;N;-3,594967;W;5,416;8
1139;T;01/09/2008;7:38;SPS;36,58874;N;-3,595006;W;5,281;10
1140;T;01/09/2008;7:39;SPS;36,588743;N;-3,595048;W;4,385;10
1141;T;01/09/2008;7:39;SPS;36,588748;N;-3,595086;W;4,39;10
1142;T;01/09/2008;7:39;SPS;36,588741;N;-3,59511;W;4,843;10
1143;T;01/09/2008;7:39;SPS;36,588728;N;-3,595148;W;4,109;10
1144;T;01/09/2008;7:39;SPS;36,588723;N;-3,595187;W;4,387;10
1145;T;01/09/2008;7:39;SPS;36,588717;N;-3,595217;W;4,877;10
1146;T;01/09/2008;7:39;SPS;36,588706;N;-3,595255;W;4,272;10
1147;T;01/09/2008;7:39;SPS;36,588703;N;-3,59529;W;4,224;10
1148;T;01/09/2008;7:39;SPS;36,588699;N;-3,595343;W;4,745;10
1149;T;01/09/2008;7:39;SPS;36,588695;N;-3,595384;W;4,691;8
1150;T;01/09/2008;7:39;SPS;36,588693;N;-3,595421;W;4,197;10
1151;T;01/09/2008;7:39;SPS;36,588692;N;-3,595457;W;4,499;8
1152;T;01/09/2008;7:39;SPS;36,588681;N;-3,595495;W;4,247;10
1153;T;01/09/2008;7:39;SPS;36,588681;N;-3,595537;W;4,219;10
1154;T;01/09/2008;7:39;SPS;36,588678;N;-3,595564;W;4,43;10
1155;T;01/09/2008;7:39;SPS;36,588671;N;-3,595612;W;5,038;10
1156;T;01/09/2008;7:39;SPS;36,588671;N;-3,595655;W;4,343;10
1157;T;01/09/2008;7:39;SPS;36,588665;N;-3,595693;W;3,992;8
1158;T;01/09/2008;7:39;SPS;36,588665;N;-3,595739;W;4,141;8
1159;T;01/09/2008;7:39;SPS;36,588668;N;-3,595779;W;3,604;10
1160;T;01/09/2008;7:40;SPS;36,588661;N;-3,595819;W;4,165;10
1161;T;01/09/2008;7:40;SPS;36,588652;N;-3,595864;W;3,988;8
1162;T;01/09/2008;7:40;SPS;36,588649;N;-3,59591;W;4,377;10
1163;T;01/09/2008;7:40;SPS;36,588648;N;-3,595946;W;4,478;10
1164;T;01/09/2008;7:40;SPS;36,588653;N;-3,595983;W;3,868;10
1165;T;01/09/2008;7:40;SPS;36,588647;N;-3,596003;W;4,098;10
1166;T;01/09/2008;7:40;SPS;36,588634;N;-3,596054;W;3,556;10
1167;T;01/09/2008;7:40;SPS;36,588632;N;-3,596088;W;2,703;10
1168;T;01/09/2008;7:40;SPS;36,588634;N;-3,596124;W;4,427;10
1169;T;01/09/2008;7:40;SPS;36,588628;N;-3,596177;W;6,247;10
1170;T;01/09/2008;7:40;SPS;36,588628;N;-3,596221;W;4,339;10
1171;T;01/09/2008;7:40;SPS;36,588619;N;-3,596254;W;4,397;10
1172;T;01/09/2008;7:40;SPS;36,588619;N;-3,596302;W;4,952;8
1173;T;01/09/2008;7:40;SPS;36,588617;N;-3,596341;W;5,133;10
1174;T;01/09/2008;7:40;SPS;36,588611;N;-3,596379;W;4,981;10
1175;T;01/09/2008;7:40;SPS;36,588609;N;-3,596414;W;5,32;10
1176;T;01/09/2008;7:40;SPS;36,588609;N;-3,596449;W;4,397;10
1177;T;01/09/2008;7:40;SPS;36,588602;N;-3,596482;W;4,244;10
1178;T;01/09/2008;7:40;SPS;36,5886;N;-3,596517;W;3,844;10
1179;T;01/09/2008;7:40;SPS;36,588603;N;-3,596566;W;4,954;10
1180;T;01/09/2008;7:41;SPS;36,588597;N;-3,596604;W;4,226;8
1181;T;01/09/2008;7:41;SPS;36,588596;N;-3,596654;W;3,161;10
1182;T;01/09/2008;7:41;SPS;36,588589;N;-3,596696;W;5,104;10
1183;T;01/09/2008;7:41;SPS;36,588578;N;-3,596734;W;5,795;7
1184;T;01/09/2008;7:41;SPS;36,588573;N;-3,596776;W;4,889;10
1185;T;01/09/2008;7:41;SPS;36,588576;N;-3,596821;W;4,95;10
1186;T;01/09/2008;7:41;SPS;36,588575;N;-3,59686;W;5,462;10
1187;T;01/09/2008;7:41;SPS;36,58857;N;-3,596881;W;2,896;10
1188;T;01/09/2008;7:41;SPS;36,588567;N;-3,596917;W;4,165;10
1189;T;01/09/2008;7:41;SPS;36,588568;N;-3,596947;W;3,098;10
1190;T;01/09/2008;7:41;SPS;36,58856;N;-3,596981;W;3,294;10
1191;T;01/09/2008;7:41;SPS;36,588563;N;-3,59702;W;5,658;10
1192;T;01/09/2008;7:41;SPS;36,588553;N;-3,597067;W;1,819;10
1193;T;01/09/2008;7:41;SPS;36,588555;N;-3,597103;W;2,47;8
1194;T;01/09/2008;7:41;SPS;36,588559;N;-3,597143;W;6,265;8
1195;T;01/09/2008;7:41;SPS;36,588554;N;-3,597172;W;5,419;8
1196;T;01/09/2008;7:41;SPS;36,588553;N;-3,597214;W;5,003;8
1197;T;01/09/2008;7:41;SPS;36,588558;N;-3,597253;W;4,07;10
1198;T;01/09/2008;7:41;SPS;36,588553;N;-3,597289;W;3,694;8
1199;T;01/09/2008;7:41;SPS;36,58855;N;-3,597332;W;4,396;8
1200;T;01/09/2008;7:42;SPS;36,588538;N;-3,597372;W;5,124;10
1201;T;01/09/2008;7:42;SPS;36,588535;N;-3,597407;W;3,983;10
1202;T;01/09/2008;7:42;SPS;36,588537;N;-3,597443;W;3,664;10
1203;T;01/09/2008;7:42;SPS;36,588532;N;-3,597485;W;3,343;8
1204;T;01/09/2008;7:42;SPS;36,58853;N;-3,597526;W;3,98;10
1205;T;01/09/2008;7:42;SPS;36,588527;N;-3,597562;W;4,128;10
1206;T;01/09/2008;7:42;SPS;36,58853;N;-3,597613;W;3,652;10
1207;T;01/09/2008;7:42;SPS;36,588527;N;-3,597656;W;5,579;10
1208;T;01/09/2008;7:42;SPS;36,588528;N;-3,597685;W;5,52;10
1209;T;01/09/2008;7:42;SPS;36,588526;N;-3,597728;W;2,905;10
1210;T;01/09/2008;7:42;SPS;36,588521;N;-3,597762;W;3,224;10
1211;T;01/09/2008;7:42;SPS;36,588511;N;-3,597809;W;5,367;10
1212;T;01/09/2008;7:42;SPS;36,588513;N;-3,597845;W;4,453;10
1213;T;01/09/2008;7:42;SPS;36,588512;N;-3,597891;W;3,677;10
1214;T;01/09/2008;7:42;SPS;36,58851;N;-3,597936;W;4,02;10
1215;T;01/09/2008;7:42;SPS;36,588503;N;-3,597977;W;4,322;10
1216;T;01/09/2008;7:42;SPS;36,588501;N;-3,598029;W;4,455;10
1217;T;01/09/2008;7:42;SPS;36,588502;N;-3,598049;W;5,517;10
1218;T;01/09/2008;7:42;SPS;36,588493;N;-3,59809;W;4,457;10
1219;T;01/09/2008;7:42;SPS;36,588503;N;-3,598132;W;4,978;10
1220;T;01/09/2008;7:43;SPS;36,588502;N;-3,598166;W;4,238;10
1221;T;01/09/2008;7:43;SPS;36,588508;N;-3,598212;W;2,87;10
1222;T;01/09/2008;7:43;SPS;36,58851;N;-3,598253;W;3,947;10
1223;T;01/09/2008;7:43;SPS;36,588501;N;-3,598292;W;3,849;10
1224;T;01/09/2008;7:43;SPS;36,5885;N;-3,598331;W;3,283;10
1225;T;01/09/2008;7:43;SPS;36,588503;N;-3,598361;W;2,557;10
1226;T;01/09/2008;7:43;SPS;36,588499;N;-3,598388;W;3,881;10
1227;T;01/09/2008;7:43;SPS;36,588496;N;-3,598444;W;4,689;10
1228;T;01/09/2008;7:43;SPS;36,588516;N;-3,598477;W;5,446;10
1229;T;01/09/2008;7:43;SPS;36,588509;N;-3,598515;W;6,942;10
1230;T;01/09/2008;7:43;SPS;36,588505;N;-3,598574;W;3,804;8
1231;T;01/09/2008;7:43;SPS;36,588501;N;-3,598588;W;3,514;8
1232;T;01/09/2008;7:43;SPS;36,5885;N;-3,598629;W;2,802;10
1233;T;01/09/2008;7:43;SPS;36,588499;N;-3,598661;W;3,47;10
1234;T;01/09/2008;7:43;SPS;36,588492;N;-3,598697;W;3,451;10
1235;T;01/09/2008;7:43;SPS;36,588482;N;-3,598736;W;2,7;10
1236;T;01/09/2008;7:43;SPS;36,588482;N;-3,598775;W;3,109;10
1237;T;01/09/2008;7:43;SPS;36,588476;N;-3,598814;W;4,228;10
1238;T;01/09/2008;7:43;SPS;36,588476;N;-3,598854;W;5,474;5
1239;T;01/09/2008;7:43;SPS;36,588469;N;-3,598894;W;4,457;10
1240;T;01/09/2008;7:44;SPS;36,58847;N;-3,598936;W;5,005;10
1241;T;01/09/2008;7:44;SPS;36,588463;N;-3,598975;W;4,827;10
1242;T;01/09/2008;7:44;SPS;36,588468;N;-3,599028;W;4,321;10
1243;T;01/09/2008;7:44;SPS;36,588463;N;-3,599068;W;4,453;10
1244;T;01/09/2008;7:44;SPS;36,588459;N;-3,59911;W;5,15;10
1245;T;01/09/2008;7:44;SPS;36,588453;N;-3,599151;W;3,781;8
1246;T;01/09/2008;7:44;SPS;36,588454;N;-3,599188;W;3,355;10
1247;T;01/09/2008;7:44;SPS;36,588454;N;-3,599233;W;5,842;10
1248;T;01/09/2008;7:44;SPS;36,588458;N;-3,599264;W;4,271;10
1249;T;01/09/2008;7:44;SPS;36,588449;N;-3,599301;W;4,521;10
1250;T;01/09/2008;7:44;SPS;36,588446;N;-3,599339;W;4,214;8
1251;T;01/09/2008;7:44;SPS;36,588455;N;-3,599377;W;4,463;10
1252;T;01/09/2008;7:44;SPS;36,588452;N;-3,599421;W;4,673;10
1253;T;01/09/2008;7:44;SPS;36,588455;N;-3,599464;W;4,011;10
1254;T;01/09/2008;7:44;SPS;36,588452;N;-3,59951;W;4,759;10
1255;T;01/09/2008;7:44;SPS;36,588446;N;-3,599552;W;4,37;10
1256;T;01/09/2008;7:44;SPS;36,588452;N;-3,599596;W;4,62;10
1257;T;01/09/2008;7:44;SPS;36,588451;N;-3,599619;W;4,532;10
1258;T;01/09/2008;7:44;SPS;36,588459;N;-3,599663;W;4,423;8
1259;T;01/09/2008;7:44;SPS;36,588453;N;-3,5997;W;3,776;8
1260;T;01/09/2008;7:45;SPS;36,588441;N;-3,599731;W;3,413;10
1261;T;01/09/2008;7:45;SPS;36,58844;N;-3,599767;W;3,211;10
1262;T;01/09/2008;7:45;SPS;36,588444;N;-3,599814;W;5,014;8
1263;T;01/09/2008;7:45;SPS;36,588441;N;-3,599841;W;4,868;8
1264;T;01/09/2008;7:45;SPS;36,588447;N;-3,599894;W;3,511;10
1265;T;01/09/2008;7:45;SPS;36,588453;N;-3,59993;W;4,103;8
1266;T;01/09/2008;7:45;SPS;36,588447;N;-3,59996;W;4,172;10
1267;T;01/09/2008;7:45;SPS;36,58845;N;-3,600007;W;3,624;10
1268;T;01/09/2008;7:45;SPS;36,588459;N;-3,600033;W;5,32;10
1269;T;01/09/2008;7:45;SPS;36,588443;N;-3,600059;W;4,196;10
1270;T;01/09/2008;7:45;SPS;36,588451;N;-3,600109;W;3,569;10
1271;T;01/09/2008;7:45;SPS;36,588448;N;-3,600146;W;4,564;8
1272;T;01/09/2008;7:45;SPS;36,588428;N;-3,60019;W;4,71;10
1273;T;01/09/2008;7:45;SPS;36,588424;N;-3,600221;W;4,368;10
1274;T;01/09/2008;7:45;SPS;36,58843;N;-3,600272;W;4,282;10
1275;T;01/09/2008;7:45;SPS;36,588442;N;-3,600314;W;4,24;8
1276;T;01/09/2008;7:45;SPS;36,58844;N;-3,600355;W;5,053;10
1277;T;01/09/2008;7:45;SPS;36,588429;N;-3,600388;W;4,826;10
1278;T;01/09/2008;7:45;SPS;36,588438;N;-3,600428;W;5,832;8
1279;T;01/09/2008;7:45;SPS;36,588441;N;-3,60046;W;5,078;8
1280;T;01/09/2008;7:46;SPS;36,588449;N;-3,600492;W;4,193;10
1281;T;01/09/2008;7:46;SPS;36,58845;N;-3,600533;W;4,617;8
1282;T;01/09/2008;7:46;SPS;36,588451;N;-3,600571;W;3,269;10
1283;T;01/09/2008;7:46;SPS;36,588456;N;-3,600622;W;5,105;10
1284;T;01/09/2008;7:46;SPS;36,588461;N;-3,600655;W;3,997;10
1285;T;01/09/2008;7:46;SPS;36,588449;N;-3,600695;W;3,853;10
1286;T;01/09/2008;7:46;SPS;36,58845;N;-3,600727;W;4,611;8
1287;T;01/09/2008;7:46;SPS;36,588446;N;-3,600759;W;5,157;10
1288;T;01/09/2008;7:46;SPS;36,588438;N;-3,600795;W;4,849;8
1289;T;01/09/2008;7:46;SPS;36,588443;N;-3,600838;W;4,798;8
1290;T;01/09/2008;7:46;SPS;36,588434;N;-3,600874;W;3,595;10
1291;T;01/09/2008;7:46;SPS;36,58845;N;-3,600931;W;5,346;10
1292;T;01/09/2008;7:46;SPS;36,588458;N;-3,600967;W;4,705;10
1293;T;01/09/2008;7:46;SPS;36,588462;N;-3,600998;W;3,725;8
1294;T;01/09/2008;7:46;SPS;36,588457;N;-3,601036;W;3,439;10
1295;T;01/09/2008;7:46;SPS;36,588469;N;-3,601077;W;4,306;10
1296;T;01/09/2008;7:46;SPS;36,58847;N;-3,601117;W;4,736;8
1297;T;01/09/2008;7:46;SPS;36,588487;N;-3,601156;W;3,935;8
1298;T;01/09/2008;7:46;SPS;36,588487;N;-3,601192;W;3,536;8
1299;T;01/09/2008;7:46;SPS;36,588482;N;-3,601227;W;3,862;10
1300;T;01/09/2008;7:47;SPS;36,588494;N;-3,601266;W;3,802;8
1301;T;01/09/2008;7:47;SPS;36,588484;N;-3,601305;W;4,205;8
1302;T;01/09/2008;7:47;SPS;36,588476;N;-3,601338;W;3,247;8
1303;T;01/09/2008;7:47;SPS;36,588468;N;-3,601376;W;3,636;8
1304;T;01/09/2008;7:47;SPS;36,58846;N;-3,601403;W;4,59;10
1305;T;01/09/2008;7:47;SPS;36,588454;N;-3,601442;W;2,665;8
1306;T;01/09/2008;7:47;SPS;36,588455;N;-3,601482;W;3,724;8
1307;T;01/09/2008;7:47;SPS;36,588454;N;-3,601517;W;4,426;8
1308;T;01/09/2008;7:47;SPS;36,588438;N;-3,601555;W;4,446;10
1309;T;01/09/2008;7:47;SPS;36,588444;N;-3,6016;W;5,261;8
1310;T;01/09/2008;7:47;SPS;36,588446;N;-3,601633;W;4,632;10
1311;T;01/09/2008;7:47;SPS;36,588443;N;-3,601667;W;4,271;10
1312;T;01/09/2008;7:47;SPS;36,588446;N;-3,601702;W;4,035;8
1313;T;01/09/2008;7:47;SPS;36,588439;N;-3,601742;W;4,233;10
1314;T;01/09/2008;7:47;SPS;36,588453;N;-3,601784;W;4,751;9
1315;T;01/09/2008;7:47;SPS;36,588455;N;-3,601828;W;3,511;10
1316;T;01/09/2008;7:47;SPS;36,588453;N;-3,601866;W;4,105;9
1317;T;01/09/2008;7:47;SPS;36,588463;N;-3,601893;W;4,231;10
1318;T;01/09/2008;7:47;SPS;36,588467;N;-3,60194;W;5,14;10
1319;T;01/09/2008;7:47;SPS;36,588469;N;-3,601994;W;5,09;10
1320;T;01/09/2008;7:48;SPS;36,588473;N;-3,602033;W;5,569;8
1321;T;01/09/2008;7:48;SPS;36,588471;N;-3,602073;W;3,884;8
1322;T;01/09/2008;7:48;SPS;36,588471;N;-3,602127;W;4,791;8
1323;T;01/09/2008;7:48;SPS;36,588466;N;-3,602159;W;4,132;7
1324;T;01/09/2008;7:48;SPS;36,588472;N;-3,602202;W;4,726;10
1325;T;01/09/2008;7:48;SPS;36,588474;N;-3,60225;W;4,783;10
1326;T;01/09/2008;7:48;SPS;36,588454;N;-3,602283;W;4,969;10
1327;T;01/09/2008;7:48;SPS;36,588458;N;-3,602326;W;4,996;10
1328;T;01/09/2008;7:48;SPS;36,588456;N;-3,602361;W;4,606;10
1329;T;01/09/2008;7:48;SPS;36,588449;N;-3,602406;W;2,911;8
1330;T;01/09/2008;7:48;SPS;36,588451;N;-3,602432;W;3,256;10
1331;T;01/09/2008;7:48;SPS;36,588445;N;-3,602474;W;5,444;10
1332;T;01/09/2008;7:48;SPS;36,588439;N;-3,602509;W;5,033;8
1333;T;01/09/2008;7:48;SPS;36,588446;N;-3,60256;W;4,694;10
1334;T;01/09/2008;7:48;SPS;36,588447;N;-3,602582;W;4,081;8
1335;T;01/09/2008;7:48;SPS;36,588457;N;-3,602625;W;4,72;8
1336;T;01/09/2008;7:48;SPS;36,588461;N;-3,60267;W;4,552;8
1337;T;01/09/2008;7:48;SPS;36,588453;N;-3,602717;W;5,221;8
1338;T;01/09/2008;7:48;SPS;36,588468;N;-3,602749;W;3,474;8
1339;T;01/09/2008;7:48;SPS;36,588464;N;-3,602781;W;4,075;7
1340;T;01/09/2008;7:49;SPS;36,588472;N;-3,602826;W;4,695;8
1341;T;01/09/2008;7:49;SPS;36,588466;N;-3,602867;W;5,251;8
1342;T;01/09/2008;7:49;SPS;36,58846;N;-3,60291;W;4,586;8
1343;T;01/09/2008;7:49;SPS;36,588462;N;-3,602952;W;4,37;8
1344;T;01/09/2008;7:49;SPS;36,588438;N;-3,602988;W;4,894;8
1345;T;01/09/2008;7:49;SPS;36,588435;N;-3,603023;W;4,64;8
1346;T;01/09/2008;7:49;SPS;36,588451;N;-3,603072;W;3,929;8
1347;T;01/09/2008;7:49;SPS;36,588465;N;-3,603114;W;4,383;10
1348;T;01/09/2008;7:49;SPS;36,588461;N;-3,603146;W;5,404;8
1349;T;01/09/2008;7:49;SPS;36,588455;N;-3,60318;W;4,1;10
1350;T;01/09/2008;7:49;SPS;36,588456;N;-3,603212;W;4,605;8
1351;T;01/09/2008;7:49;SPS;36,588459;N;-3,603246;W;4,441;8
1352;T;01/09/2008;7:49;SPS;36,588466;N;-3,60329;W;4,752;8
1353;T;01/09/2008;7:49;SPS;36,588469;N;-3,603329;W;4,533;8
1354;T;01/09/2008;7:49;SPS;36,588454;N;-3,603366;W;4,753;8
1355;T;01/09/2008;7:49;SPS;36,588458;N;-3,603403;W;4,356;10
1356;T;01/09/2008;7:49;SPS;36,588446;N;-3,603447;W;4,584;8
1357;T;01/09/2008;7:49;SPS;36,588459;N;-3,603492;W;5,279;8
1358;T;01/09/2008;7:49;SPS;36,588468;N;-3,603536;W;5,15;8
1359;T;01/09/2008;7:49;SPS;36,588467;N;-3,603579;W;4,374;8
1360;T;01/09/2008;7:50;SPS;36,58847;N;-3,60361;W;5,031;10
1361;T;01/09/2008;7:50;SPS;36,588473;N;-3,603645;W;4,227;10
1362;T;01/09/2008;7:50;SPS;36,588476;N;-3,603681;W;3,747;8
1363;T;01/09/2008;7:50;SPS;36,588469;N;-3,60372;W;4,478;10
1364;T;01/09/2008;7:50;SPS;36,588462;N;-3,603766;W;4,195;8
1365;T;01/09/2008;7:50;SPS;36,588463;N;-3,603798;W;3,598;10
1366;T;01/09/2008;7:50;SPS;36,588473;N;-3,60384;W;3,689;10
1367;T;01/09/2008;7:50;SPS;36,588462;N;-3,603865;W;3,331;10
1368;T;01/09/2008;7:50;SPS;36,588459;N;-3,603896;W;3,345;10
1369;T;01/09/2008;7:50;SPS;36,588461;N;-3,603944;W;3,885;10
